A,B,C,AVSC,cos-zenith
1231.46,0.14126,0.056765,1.03296,-0.509972
1231.46,0.14126,0.056765,1.03296,-0.335285
1231.46,0.14126,0.056765,1.03296,-0.154709
1231.46,0.14126,0.056765,1.03296,0.0194501
1231.46,0.14126,0.056765,1.03296,0.175324
1231.46,0.14126,0.056765,1.03296,0.302289
1231.46,0.14126,0.056765,1.03296,0.391694
1231.46,0.14126,0.056765,1.03296,0.437445
1231.46,0.14126,0.056765,1.03296,0.436425
1231.46,0.14126,0.056765,1.03296,0.388704
1231.46,0.14126,0.056765,1.03296,0.297533
1231.46,0.14126,0.056765,1.03296,0.169125
1231.46,0.14126,0.056765,1.03296,0.0122319
1231.46,0.14126,0.056765,1.03296,-0.162455
1231.46,0.14126,0.056765,1.03296,-0.343031
1231.46,0.14126,0.056765,1.03296,-0.51719
1231.46,0.14126,0.056765,1.03296,-0.673063
1231.46,0.14126,0.056765,1.03296,-0.800029
1231.46,0.14126,0.056765,1.03296,-0.889434
1231.46,0.14126,0.056765,1.03296,-0.935185
1231.25,0.141265,0.0568004,1.03286,-0.933392
1231.25,0.141265,0.0568004,1.03286,-0.885916
1231.25,0.141265,0.0568004,1.03286,-0.794912
1231.25,0.141265,0.0568004,1.03286,-0.666581
1231.25,0.141265,0.0568004,1.03286,-0.50967
1231.25,0.141265,0.0568004,1.03286,-0.334871
1231.25,0.141265,0.0568004,1.03286,-0.154097
1231.25,0.141265,0.0568004,1.03286,0.0203338
1231.25,0.141265,0.0568004,1.03286,0.176533
1231.25,0.141265,0.0568004,1.03286,0.303856
1231.25,0.141265,0.0568004,1.03286,0.393627
1231.25,0.141265,0.0568004,1.03286,0.439727
1231.25,0.141265,0.0568004,1.03286,0.439014
1231.25,0.141265,0.0568004,1.03286,0.391539
1231.25,0.141265,0.0568004,1.03286,0.300535
1231.25,0.141265,0.0568004,1.03286,0.172204
1231.25,0.141265,0.0568004,1.03286,0.0152928
1231.25,0.141265,0.0568004,1.03286,-0.159506
1231.25,0.141265,0.0568004,1.03286,-0.340281
1231.25,0.141265,0.0568004,1.03286,-0.514711
1231.25,0.141265,0.0568004,1.03286,-0.67091
1231.25,0.141265,0.0568004,1.03286,-0.798233
1231.25,0.141265,0.0568004,1.03286,-0.888004
1231.25,0.141265,0.0568004,1.03286,-0.934104
1231.04,0.141273,0.0568409,1.03274,-0.932563
1231.04,0.141273,0.0568409,1.03274,-0.885325
1231.04,0.141273,0.0568409,1.03274,-0.794478
1231.04,0.141273,0.0568409,1.03274,-0.666215
1231.04,0.141273,0.0568409,1.03274,-0.509277
1231.04,0.141273,0.0568409,1.03274,-0.334357
1231.04,0.141273,0.0568409,1.03274,-0.153377
1231.04,0.141273,0.0568409,1.03274,0.0213295
1231.04,0.141273,0.0568409,1.03274,0.177857
1231.04,0.141273,0.0568409,1.03274,0.305538
1231.04,0.141273,0.0568409,1.03274,0.395672
1231.04,0.141273,0.0568409,1.03274,0.442115
1231.04,0.141273,0.0568409,1.03274,0.441704
1231.04,0.141273,0.0568409,1.03274,0.394465
1231.04,0.141273,0.0568409,1.03274,0.303619
1231.04,0.141273,0.0568409,1.03274,0.175356
1231.04,0.141273,0.0568409,1.03274,0.018417
1231.04,0.141273,0.0568409,1.03274,-0.156503
1231.04,0.141273,0.0568409,1.03274,-0.337483
1231.04,0.141273,0.0568409,1.03274,-0.512189
1231.04,0.141273,0.0568409,1.03274,-0.668717
1231.04,0.141273,0.0568409,1.03274,-0.796398
1231.04,0.141273,0.0568409,1.03274,-0.886531
1231.04,0.141273,0.0568409,1.03274,-0.932975
1230.81,0.141285,0.0568861,1.03262,-0.931679
1230.81,0.141285,0.0568861,1.03262,-0.88467
1230.81,0.141285,0.0568861,1.03262,-0.793972
1230.81,0.141285,0.0568861,1.03262,-0.665766
1230.81,0.141285,0.0568861,1.03262,-0.50879
1230.81,0.141285,0.0568861,1.03262,-0.333742
1230.81,0.141285,0.0568861,1.03262,-0.15255
1230.81,0.141285,0.0568861,1.03262,0.0224374
1230.81,0.141285,0.0568861,1.03262,0.179295
1230.81,0.141285,0.0568861,1.03262,0.307334
1230.81,0.141285,0.0568861,1.03262,0.397828
1230.81,0.141285,0.0568861,1.03262,0.44461
1230.81,0.141285,0.0568861,1.03262,0.444492
1230.81,0.141285,0.0568861,1.03262,0.397482
1230.81,0.141285,0.0568861,1.03262,0.306784
1230.81,0.141285,0.0568861,1.03262,0.178578
1230.81,0.141285,0.0568861,1.03262,0.0216024
1230.81,0.141285,0.0568861,1.03262,-0.153446
1230.81,0.141285,0.0568861,1.03262,-0.334638
1230.81,0.141285,0.0568861,1.03262,-0.509625
1230.81,0.141285,0.0568861,1.03262,-0.666483
1230.81,0.141285,0.0568861,1.03262,-0.794522
1230.81,0.141285,0.0568861,1.03262,-0.885015
1230.81,0.141285,0.0568861,1.03262,-0.931797
1230.57,0.141301,0.0569357,1.03248,-0.93074
1230.57,0.141301,0.0569357,1.03248,-0.88395
1230.57,0.141301,0.0569357,1.03248,-0.79339
1230.57,0.141301,0.0569357,1.03248,-0.665233
1230.57,0.141301,0.0569357,1.03248,-0.508211
1230.57,0.141301,0.0569357,1.03248,-0.333025
1230.57,0.141301,0.0569357,1.03248,-0.151615
1230.57,0.141301,0.0569357,1.03248,0.0236573
1230.57,0.141301,0.0569357,1.03248,0.180847
1230.57,0.141301,0.0569357,1.03248,0.309243
1230.57,0.141301,0.0569357,1.03248,0.400093
1230.57,0.141301,0.0569357,1.03248,0.447208
1230.57,0.141301,0.0569357,1.03248,0.447376
1230.57,0.141301,0.0569357,1.03248,0.400586
1230.57,0.141301,0.0569357,1.03248,0.310027
1230.57,0.141301,0.0569357,1.03248,0.181869
1230.57,0.141301,0.0569357,1.03248,0.0248473
1230.57,0.141301,0.0569357,1.03248,-0.150338
1230.57,0.141301,0.0569357,1.03248,-0.331748
1230.57,0.141301,0.0569357,1.03248,-0.507021
1230.57,0.141301,0.0569357,1.03248,-0.664211
1230.57,0.141301,0.0569357,1.03248,-0.792606
1230.57,0.141301,0.0569357,1.03248,-0.883457
1230.57,0.141301,0.0569357,1.03248,-0.930572
1230.33,0.141319,0.0569894,1.03233,-0.929744
1230.33,0.141319,0.0569894,1.03233,-0.883165
1230.33,0.141319,0.0569894,1.03233,-0.792734
1230.33,0.141319,0.0569894,1.03233,-0.664614
1230.33,0.141319,0.0569894,1.03233,-0.507537
1230.33,0.141319,0.0569894,1.03233,-0.332207
1230.33,0.141319,0.0569894,1.03233,-0.150572
1230.33,0.141319,0.0569894,1.03233,0.0249893
1230.33,0.141319,0.0569894,1.03233,0.182513
1230.33,0.141319,0.0569894,1.03233,0.311264
1230.33,0.141319,0.0569894,1.03233,0.402468
1230.33,0.141319,0.0569894,1.03233,0.44991
1230.33,0.141319,0.0569894,1.03233,0.450356
1230.33,0.141319,0.0569894,1.03233,0.403777
1230.33,0.141319,0.0569894,1.03233,0.313346
1230.33,0.141319,0.0569894,1.03233,0.185227
1230.33,0.141319,0.0569894,1.03233,0.0281497
1230.33,0.141319,0.0569894,1.03233,-0.147181
1230.33,0.141319,0.0569894,1.03233,-0.328815
1230.33,0.141319,0.0569894,1.03233,-0.504377
1230.33,0.141319,0.0569894,1.03233,-0.6619
1230.33,0.141319,0.0569894,1.03233,-0.790651
1230.33,0.141319,0.0569894,1.03233,-0.881856
1230.33,0.141319,0.0569894,1.03233,-0.929297
1230.07,0.141341,0.057047,1.03218,-0.928691
1230.07,0.141341,0.057047,1.03218,-0.882313
1230.07,0.141341,0.057047,1.03218,-0.792002
1230.07,0.141341,0.057047,1.03218,-0.66391
1230.07,0.141341,0.057047,1.03218,-0.506769
1230.07,0.141341,0.057047,1.03218,-0.331286
1230.07,0.141341,0.057047,1.03218,-0.149421
1230.07,0.141341,0.057047,1.03218,0.0264331
1230.07,0.141341,0.057047,1.03218,0.184291
1230.07,0.141341,0.057047,1.03218,0.313397
1230.07,0.141341,0.057047,1.03218,0.40495
1230.07,0.141341,0.057047,1.03218,0.452713
1230.07,0.141341,0.057047,1.03218,0.45343
1230.07,0.141341,0.057047,1.03218,0.407052
1230.07,0.141341,0.057047,1.03218,0.31674
1230.07,0.141341,0.057047,1.03218,0.188649
1230.07,0.141341,0.057047,1.03218,0.0315077
1230.07,0.141341,0.057047,1.03218,-0.143975
1230.07,0.141341,0.057047,1.03218,-0.32584
1230.07,0.141341,0.057047,1.03218,-0.501694
1230.07,0.141341,0.057047,1.03218,-0.659553
1230.07,0.141341,0.057047,1.03218,-0.788658
1230.07,0.141341,0.057047,1.03218,-0.880211
1230.07,0.141341,0.057047,1.03218,-0.927974
1229.81,0.141366,0.0571082,1.03202,-0.927581
1229.81,0.141366,0.0571082,1.03202,-0.881395
1229.81,0.141366,0.0571082,1.03202,-0.791193
1229.81,0.141366,0.0571082,1.03202,-0.66312
1229.81,0.141366,0.0571082,1.03202,-0.505905
1229.81,0.141366,0.0571082,1.03202,-0.330263
1229.81,0.141366,0.0571082,1.03202,-0.148161
1229.81,0.141366,0.0571082,1.03202,0.0279884
1229.81,0.141366,0.0571082,1.03202,0.186182
1229.81,0.141366,0.0571082,1.03202,0.31564
1229.81,0.141366,0.0571082,1.03202,0.407538
1229.81,0.141366,0.0571082,1.03202,0.455616
1229.81,0.141366,0.0571082,1.03202,0.456595
1229.81,0.141366,0.0571082,1.03202,0.410409
1229.81,0.141366,0.0571082,1.03202,0.320207
1229.81,0.141366,0.0571082,1.03202,0.192134
1229.81,0.141366,0.0571082,1.03202,0.0349193
1229.81,0.141366,0.0571082,1.03202,-0.140724
1229.81,0.141366,0.0571082,1.03202,-0.322825
1229.81,0.141366,0.0571082,1.03202,-0.498975
1229.81,0.141366,0.0571082,1.03202,-0.657168
1229.81,0.141366,0.0571082,1.03202,-0.786626
1229.81,0.141366,0.0571082,1.03202,-0.878525
1229.81,0.141366,0.0571082,1.03202,-0.926602
1229.54,0.141394,0.0571727,1.03184,-0.926413
1229.54,0.141394,0.0571727,1.03184,-0.88041
1229.54,0.141394,0.0571727,1.03184,-0.790307
1229.54,0.141394,0.0571727,1.03184,-0.662243
1229.54,0.141394,0.0571727,1.03184,-0.504946
1229.54,0.141394,0.0571727,1.03184,-0.329136
1229.54,0.141394,0.0571727,1.03184,-0.146793
1229.54,0.141394,0.0571727,1.03184,0.0296551
1229.54,0.141394,0.0571727,1.03184,0.188185
1229.54,0.141394,0.0571727,1.03184,0.317992
1229.54,0.141394,0.0571727,1.03184,0.410232
1229.54,0.141394,0.0571727,1.03184,0.458616
1229.54,0.141394,0.0571727,1.03184,0.459849
1229.54,0.141394,0.0571727,1.03184,0.413847
1229.54,0.141394,0.0571727,1.03184,0.323743
1229.54,0.141394,0.0571727,1.03184,0.195679
1229.54,0.141394,0.0571727,1.03184,0.0383827
1229.54,0.141394,0.0571727,1.03184,-0.137428
1229.54,0.141394,0.0571727,1.03184,-0.31977
1229.54,0.141394,0.0571727,1.03184,-0.496219
1229.54,0.141394,0.0571727,1.03184,-0.654748
1229.54,0.141394,0.0571727,1.03184,-0.784556
1229.54,0.141394,0.0571727,1.03184,-0.876795
1229.54,0.141394,0.0571727,1.03184,-0.92518
1229.26,0.141424,0.0572402,1.03166,-0.925186
1229.26,0.141424,0.0572402,1.03166,-0.879357
1229.26,0.141424,0.0572402,1.03166,-0.789342
1229.26,0.141424,0.0572402,1.03166,-0.661278
1229.26,0.141424,0.0572402,1.03166,-0.503891
1229.26,0.141424,0.0572402,1.03166,-0.327906
1229.26,0.141424,0.0572402,1.03166,-0.145317
1229.26,0.141424,0.0572402,1.03166,0.0314328
1229.26,0.141424,0.0572402,1.03166,0.190298
