solar_para,1085.28,0.205719,0.135591,0.966613,0.367998
solar_para,1085.28,0.205719,0.135591,0.966613,0.539703
solar_para,1085.28,0.205719,0.135591,0.966613,0.692489
solar_para,1085.28,0.205719,0.135591,0.966613,0.815945
solar_para,1085.28,0.205719,0.135591,0.966613,0.901656
solar_para,1085.28,0.205719,0.135591,0.966613,0.943782
solar_para,1085.28,0.205719,0.135591,0.966613,0.939451
solar_para,1085.28,0.205719,0.135591,0.966613,0.88896
solar_para,1085.28,0.205719,0.135591,0.966613,0.795748
solar_para,1085.28,0.205719,0.135591,0.966613,0.666169
solar_para,1085.28,0.205719,0.135591,0.966613,0.509052
solar_para,1085.28,0.205719,0.135591,0.966613,0.335105
solar_para,1085.28,0.205719,0.135591,0.966613,0.156183
solar_para,1085.28,0.205719,0.135591,0.966613,-0.0155224
solar_para,1085.28,0.205719,0.135591,0.966613,-0.168309
solar_para,1085.28,0.205719,0.135591,0.966613,-0.291764
solar_para,1085.28,0.205719,0.135591,0.966613,-0.377475
solar_para,1085.28,0.205719,0.135591,0.966613,-0.419601
solar_para,1085.06,0.205895,0.135754,0.966602,-0.416397
solar_para,1085.06,0.205895,0.135754,0.966602,-0.366028
solar_para,1085.06,0.205895,0.135754,0.966602,-0.272902
solar_para,1085.06,0.205895,0.135754,0.966602,-0.143366
solar_para,1085.06,0.205895,0.135754,0.966602,0.0137545
solar_para,1085.06,0.205895,0.135754,0.966602,0.18775
solar_para,1085.06,0.205895,0.135754,0.966602,0.366764
solar_para,1085.06,0.205895,0.135754,0.966602,0.538597
solar_para,1085.06,0.205895,0.135754,0.966602,0.691538
solar_para,1085.06,0.205895,0.135754,0.966602,0.815166
solar_para,1085.06,0.205895,0.135754,0.966602,0.901054
solar_para,1085.06,0.205895,0.135754,0.966602,0.94335
solar_para,1085.06,0.205895,0.135754,0.966602,0.939171
solar_para,1085.06,0.205895,0.135754,0.966602,0.888802
solar_para,1085.06,0.205895,0.135754,0.966602,0.795676
solar_para,1085.06,0.205895,0.135754,0.966602,0.666139
solar_para,1085.06,0.205895,0.135754,0.966602,0.509019
solar_para,1085.06,0.205895,0.135754,0.966602,0.335024
solar_para,1085.06,0.205895,0.135754,0.966602,0.15601
solar_para,1085.06,0.205895,0.135754,0.966602,-0.0158232
solar_para,1085.06,0.205895,0.135754,0.966602,-0.168765
solar_para,1085.06,0.205895,0.135754,0.966602,-0.292392
solar_para,1085.06,0.205895,0.135754,0.966602,-0.37828
solar_para,1085.06,0.205895,0.135754,0.966602,-0.420576
Continuing Simulation at 07/01/2017 for ANNUAL
solar_para,1084.86,0.206069,0.135909,0.9666,-0.417627
solar_para,1084.86,0.206069,0.135909,0.9666,-0.367375
solar_para,1084.86,0.206069,0.135909,0.9666,-0.274328
solar_para,1084.86,0.206069,0.135909,0.9666,-0.144825
solar_para,1084.86,0.206069,0.135909,0.9666,0.0123072
solar_para,1084.86,0.206069,0.135909,0.9666,0.186361
solar_para,1084.86,0.206069,0.135909,0.9666,0.365475
solar_para,1084.86,0.206069,0.135909,0.9666,0.537443
solar_para,1084.86,0.206069,0.135909,0.9666,0.690545
solar_para,1084.86,0.206069,0.135909,0.9666,0.814348
solar_para,1084.86,0.206069,0.135909,0.9666,0.900414
solar_para,1084.86,0.206069,0.135909,0.9666,0.942879
solar_para,1084.86,0.206069,0.135909,0.9666,0.938849
solar_para,1084.86,0.206069,0.135909,0.9666,0.888597
solar_para,1084.86,0.206069,0.135909,0.9666,0.79555
solar_para,1084.86,0.206069,0.135909,0.9666,0.666047
solar_para,1084.86,0.206069,0.135909,0.9666,0.508915
solar_para,1084.86,0.206069,0.135909,0.9666,0.334861
solar_para,1084.86,0.206069,0.135909,0.9666,0.155747
solar_para,1084.86,0.206069,0.135909,0.9666,-0.0162207
solar_para,1084.86,0.206069,0.135909,0.9666,-0.169323
solar_para,1084.86,0.206069,0.135909,0.9666,-0.293125
solar_para,1084.86,0.206069,0.135909,0.9666,-0.379192
solar_para,1084.86,0.206069,0.135909,0.9666,-0.421657
solar_para,1084.67,0.20624,0.136053,0.966609,-0.418958
solar_para,1084.67,0.20624,0.136053,0.966609,-0.368819
solar_para,1084.67,0.20624,0.136053,0.966609,-0.275843
solar_para,1084.67,0.20624,0.136053,0.966609,-0.146366
solar_para,1084.67,0.20624,0.136053,0.966609,0.010788
solar_para,1084.67,0.20624,0.136053,0.966609,0.184909
solar_para,1084.67,0.20624,0.136053,0.966609,0.364131
solar_para,1084.67,0.20624,0.136053,0.966609,0.536241
solar_para,1084.67,0.20624,0.136053,0.966609,0.689509
solar_para,1084.67,0.20624,0.136053,0.966609,0.813491
solar_para,1084.67,0.20624,0.136053,0.966609,0.899737
solar_para,1084.67,0.20624,0.136053,0.966609,0.94237
solar_para,1084.67,0.20624,0.136053,0.966609,0.938484
solar_para,1084.67,0.20624,0.136053,0.966609,0.888345
solar_para,1084.67,0.20624,0.136053,0.966609,0.795369
solar_para,1084.67,0.20624,0.136053,0.966609,0.665892
solar_para,1084.67,0.20624,0.136053,0.966609,0.508738
solar_para,1084.67,0.20624,0.136053,0.966609,0.334617
solar_para,1084.67,0.20624,0.136053,0.966609,0.155395
solar_para,1084.67,0.20624,0.136053,0.966609,-0.0167153
solar_para,1084.67,0.20624,0.136053,0.966609,-0.169983
solar_para,1084.67,0.20624,0.136053,0.966609,-0.293965
solar_para,1084.67,0.20624,0.136053,0.966609,-0.380211
solar_para,1084.67,0.20624,0.136053,0.966609,-0.422844
solar_para,1084.5,0.206407,0.136188,0.966628,-0.420392
solar_para,1084.5,0.206407,0.136188,0.966628,-0.370358
solar_para,1084.5,0.206407,0.136188,0.966628,-0.277446
solar_para,1084.5,0.206407,0.136188,0.966628,-0.147986
solar_para,1084.5,0.206407,0.136188,0.966628,0.00919815
solar_para,1084.5,0.206407,0.136188,0.966628,0.183395
solar_para,1084.5,0.206407,0.136188,0.966628,0.362734
solar_para,1084.5,0.206407,0.136188,0.966628,0.534993
solar_para,1084.5,0.206407,0.136188,0.966628,0.688433
solar_para,1084.5,0.206407,0.136188,0.966628,0.812597
solar_para,1084.5,0.206407,0.136188,0.966628,0.899023
solar_para,1084.5,0.206407,0.136188,0.966628,0.941822
solar_para,1084.5,0.206407,0.136188,0.966628,0.938078
solar_para,1084.5,0.206407,0.136188,0.966628,0.888044
solar_para,1084.5,0.206407,0.136188,0.966628,0.795132
solar_para,1084.5,0.206407,0.136188,0.966628,0.665672
solar_para,1084.5,0.206407,0.136188,0.966628,0.508488
solar_para,1084.5,0.206407,0.136188,0.966628,0.33429
solar_para,1084.5,0.206407,0.136188,0.966628,0.154951
solar_para,1084.5,0.206407,0.136188,0.966628,-0.0173075
solar_para,1084.5,0.206407,0.136188,0.966628,-0.170747
solar_para,1084.5,0.206407,0.136188,0.966628,-0.294911
solar_para,1084.5,0.206407,0.136188,0.966628,-0.381337
solar_para,1084.5,0.206407,0.136188,0.966628,-0.424137
solar_para,1084.34,0.206571,0.136311,0.966656,-0.421926
solar_para,1084.34,0.206571,0.136311,0.966656,-0.371992
solar_para,1084.34,0.206571,0.136311,0.966656,-0.279136
solar_para,1084.34,0.206571,0.136311,0.966656,-0.149685
solar_para,1084.34,0.206571,0.136311,0.966656,0.00753905
solar_para,1084.34,0.206571,0.136311,0.966656,0.181821
solar_para,1084.34,0.206571,0.136311,0.966656,0.361285
solar_para,1084.34,0.206571,0.136311,0.966656,0.5337
solar_para,1084.34,0.206571,0.136311,0.966656,0.687316
solar_para,1084.34,0.206571,0.136311,0.966656,0.811665
solar_para,1084.34,0.206571,0.136311,0.966656,0.898272
solar_para,1084.34,0.206571,0.136311,0.966656,0.941236
solar_para,1084.34,0.206571,0.136311,0.966656,0.937628
solar_para,1084.34,0.206571,0.136311,0.966656,0.887694
solar_para,1084.34,0.206571,0.136311,0.966656,0.794838
solar_para,1084.34,0.206571,0.136311,0.966656,0.665387
solar_para,1084.34,0.206571,0.136311,0.966656,0.508163
solar_para,1084.34,0.206571,0.136311,0.966656,0.333881
solar_para,1084.34,0.206571,0.136311,0.966656,0.154417
solar_para,1084.34,0.206571,0.136311,0.966656,-0.0179977
solar_para,1084.34,0.206571,0.136311,0.966656,-0.171614
solar_para,1084.34,0.206571,0.136311,0.966656,-0.295963
solar_para,1084.34,0.206571,0.136311,0.966656,-0.38257
solar_para,1084.34,0.206571,0.136311,0.966656,-0.425534
solar_para,1084.19,0.206731,0.136424,0.966695,-0.423559
solar_para,1084.19,0.206731,0.136424,0.966695,-0.37372
solar_para,1084.19,0.206731,0.136424,0.966695,-0.280912
solar_para,1084.19,0.206731,0.136424,0.966695,-0.151461
solar_para,1084.19,0.206731,0.136424,0.966695,0.0058121
solar_para,1084.19,0.206731,0.136424,0.966695,0.180188
solar_para,1084.19,0.206731,0.136424,0.966695,0.359785
solar_para,1084.19,0.206731,0.136424,0.966695,0.532362
solar_para,1084.19,0.206731,0.136424,0.966695,0.686159
solar_para,1084.19,0.206731,0.136424,0.966695,0.810696
solar_para,1084.19,0.206731,0.136424,0.966695,0.897484
solar_para,1084.19,0.206731,0.136424,0.966695,0.94061
solar_para,1084.19,0.206731,0.136424,0.966695,0.937135
solar_para,1084.19,0.206731,0.136424,0.966695,0.887295
solar_para,1084.19,0.206731,0.136424,0.966695,0.794487
solar_para,1084.19,0.206731,0.136424,0.966695,0.665036
solar_para,1084.19,0.206731,0.136424,0.966695,0.507763
solar_para,1084.19,0.206731,0.136424,0.966695,0.333387
solar_para,1084.19,0.206731,0.136424,0.966695,0.153791
solar_para,1084.19,0.206731,0.136424,0.966695,-0.0187864
solar_para,1084.19,0.206731,0.136424,0.966695,-0.172584
solar_para,1084.19,0.206731,0.136424,0.966695,-0.29712
solar_para,1084.19,0.206731,0.136424,0.966695,-0.383909
solar_para,1084.19,0.206731,0.136424,0.966695,-0.427035
solar_para,1084.07,0.206885,0.136525,0.966743,-0.425292
solar_para,1084.07,0.206885,0.136525,0.966743,-0.375539
solar_para,1084.07,0.206885,0.136525,0.966743,-0.282772
solar_para,1084.07,0.206885,0.136525,0.966743,-0.153312
solar_para,1084.07,0.206885,0.136525,0.966743,0.00401869
solar_para,1084.07,0.206885,0.136525,0.966743,0.178498
solar_para,1084.07,0.206885,0.136525,0.966743,0.358234
solar_para,1084.07,0.206885,0.136525,0.966743,0.530981
solar_para,1084.07,0.206885,0.136525,0.966743,0.684964
solar_para,1084.07,0.206885,0.136525,0.966743,0.80969
solar_para,1084.07,0.206885,0.136525,0.966743,0.896659
solar_para,1084.07,0.206885,0.136525,0.966743,0.939946
solar_para,1084.07,0.206885,0.136525,0.966743,0.936598
solar_para,1084.07,0.206885,0.136525,0.966743,0.886846
solar_para,1084.07,0.206885,0.136525,0.966743,0.794078
solar_para,1084.07,0.206885,0.136525,0.966743,0.664618
solar_para,1084.07,0.206885,0.136525,0.966743,0.507288
solar_para,1084.07,0.206885,0.136525,0.966743,0.332809
solar_para,1084.07,0.206885,0.136525,0.966743,0.153072
solar_para,1084.07,0.206885,0.136525,0.966743,-0.0196739
solar_para,1084.07,0.206885,0.136525,0.966743,-0.173657
solar_para,1084.07,0.206885,0.136525,0.966743,-0.298383
solar_para,1084.07,0.206885,0.136525,0.966743,-0.385353
solar_para,1084.07,0.206885,0.136525,0.966743,-0.428639
solar_para,1083.96,0.207035,0.136614,0.966801,-0.427121
solar_para,1083.96,0.207035,0.136614,0.966801,-0.377449
solar_para,1083.96,0.207035,0.136614,0.966801,-0.284715
solar_para,1083.96,0.207035,0.136614,0.966801,-0.155237
solar_para,1083.96,0.207035,0.136614,0.966801,0.00216024
solar_para,1083.96,0.207035,0.136614,0.966801,0.17675
solar_para,1083.96,0.207035,0.136614,0.966801,0.356635
solar_para,1083.96,0.207035,0.136614,0.966801,0.529557
solar_para,1083.96,0.207035,0.136614,0.966801,0.68373
solar_para,1083.96,0.207035,0.136614,0.966801,0.808648
solar_para,1083.96,0.207035,0.136614,0.966801,0.895798
solar_para,1083.96,0.207035,0.136614,0.966801,0.939242
solar_para,1083.96,0.207035,0.136614,0.966801,0.936017
solar_para,1083.96,0.207035,0.136614,0.966801,0.886345
solar_para,1083.96,0.207035,0.136614,0.966801,0.793611
solar_para,1083.96,0.207035,0.136614,0.966801,0.664133
solar_para,1083.96,0.207035,0.136614,0.966801,0.506736
solar_para,1083.96,0.207035,0.136614,0.966801,0.332146
solar_para,1083.96,0.207035,0.136614,0.966801,0.152261
solar_para,1083.96,0.207035,0.136614,0.966801,-0.0206605
solar_para,1083.96,0.207035,0.136614,0.966801,-0.174834
solar_para,1083.96,0.207035,0.136614,0.966801,-0.299752
solar_para,1083.96,0.207035,0.136614,0.966801,-0.386902
solar_para,1083.96,0.207035,0.136614,0.966801,-0.430345
solar_para,1083.87,0.207178,0.136689,0.966868,-0.429047
solar_para,1083.87,0.207178,0.136689,0.966868,-0.379449
solar_para,1083.87,0.207178,0.136689,0.966868,-0.286739
solar_para,1083.87,0.207178,0.136689,0.966868,-0.157235
solar_para,1083.87,0.207178,0.136689,0.966868,0.000238186
solar_para,1083.87,0.207178,0.136689,0.966868,0.174948
solar_para,1083.87,0.207178,0.136689,0.966868,0.354989
solar_para,1083.87,0.207178,0.136689,0.966868,0.528091
solar_para,1083.87,0.207178,0.136689,0.966868,0.682458
solar_para,1083.87,0.207178,0.136689,0.966868,0.80757
solar_para,1083.87,0.207178,0.136689,0.966868,0.8949
solar_para,1083.87,0.207178,0.136689,0.966868,0.938498
solar_para,1083.87,0.207178,0.136689,0.966868,0.935392
solar_para,1083.87,0.207178,0.136689,0.966868,0.885794
solar_para,1083.87,0.207178,0.136689,0.966868,0.793084
solar_para,1083.87,0.207178,0.136689,0.966868,0.663579
solar_para,1083.87,0.207178,0.136689,0.966868,0.506106
solar_para,1083.87,0.207178,0.136689,0.966868,0.331396
solar_para,1083.87,0.207178,0.136689,0.966868,0.151356
solar_para,1083.87,0.207178,0.136689,0.966868,-0.0217464
solar_para,1083.87,0.207178,0.136689,0.966868,-0.176113
solar_para,1083.87,0.207178,0.136689,0.966868,-0.301225
solar_para,1083.87,0.207178,0.136689,0.966868,-0.388556
solar_para,1083.87,0.207178,0.136689,0.966868,-0.432153
solar_para,1083.8,0.207314,0.136752,0.966946,-0.431069
solar_para,1083.8,0.207314,0.136752,0.966946,-0.381537
solar_para,1083.8,0.207314,0.136752,0.966946,-0.288843
solar_para,1083.8,0.207314,0.136752,0.966946,-0.159304
solar_para,1083.8,0.207314,0.136752,0.966946,-0.00174605
solar_para,1083.8,0.207314,0.136752,0.966946,0.173092
solar_para,1083.8,0.207314,0.136752,0.966946,0.353296
solar_para,1083.8,0.207314,0.136752,0.966946,0.526585
solar_para,1083.8,0.207314,0.136752,0.966946,0.681149
solar_para,1083.8,0.207314,0.136752,0.966946,0.806456
solar_para,1083.8,0.207314,0.136752,0.966946,0.893966
solar_para,1083.8,0.207314,0.136752,0.966946,0.937715
solar_para,1083.8,0.207314,0.136752,0.966946,0.934721
solar_para,1083.8,0.207314,0.136752,0.966946,0.88519
solar_para,1083.8,0.207314,0.136752,0.966946,0.792496
solar_para,1083.8,0.207314,0.136752,0.966946,0.662956
solar_para,1083.8,0.207314,0.136752,0.966946,0.505399
solar_para,1083.8,0.207314,0.136752,0.966946,0.330561
solar_para,1083.8,0.207314,0.136752,0.966946,0.150357
solar_para,1083.8,0.207314,0.136752,0.966946,-0.0229319
solar_para,1083.8,0.207314,0.136752,0.966946,-0.177496
solar_para,1083.8,0.207314,0.136752,0.966946,-0.302803
solar_para,1083.8,0.207314,0.136752,0.966946,-0.390313
solar_para,1083.8,0.207314,0.136752,0.966946,-0.434062
solar_para,1083.75,0.207443,0.1368,0.967033,-0.433184
solar_para,1083.75,0.207443,0.1368,0.967033,-0.383712
solar_para,1083.75,0.207443,0.1368,0.967033,-0.291026
solar_para,1083.75,0.207443,0.1368,0.967033,-0.161442
solar_para,1083.75,0.207443,0.1368,0.967033,-0.00379102
solar_para,1083.75,0.207443,0.1368,0.967033,0.171184
solar_para,1083.75,0.207443,0.1368,0.967033,0.351557
solar_para,1083.75,0.207443,0.1368,0.967033,0.525038
solar_para,1083.75,0.207443,0.1368,0.967033,0.679804
solar_para,1083.75,0.207443,0.1368,0.967033,0.805307
solar_para,1083.75,0.207443,0.1368,0.967033,0.892994
solar_para,1083.75,0.207443,0.1368,0.967033,0.936891
solar_para,1083.75,0.207443,0.1368,0.967033,0.934005
solar_para,1083.75,0.207443,0.1368,0.967033,0.884534
solar_para,1083.75,0.207443,0.1368,0.967033,0.791848
solar_para,1083.75,0.207443,0.1368,0.967033,0.662263
solar_para,1083.75,0.207443,0.1368,0.967033,0.504612
solar_para,1083.75,0.207443,0.1368,0.967033,0.329638
solar_para,1083.75,0.207443,0.1368,0.967033,0.149264
solar_para,1083.75,0.207443,0.1368,0.967033,-0.024217
solar_para,1083.75,0.207443,0.1368,0.967033,-0.178982
solar_para,1083.75,0.207443,0.1368,0.967033,-0.304485
solar_para,1083.75,0.207443,0.1368,0.967033,-0.392173
solar_para,1083.75,0.207443,0.1368,0.967033,-0.43607
solar_para,1083.73,0.207564,0.136834,0.96713,-0.435392
solar_para,1083.73,0.207564,0.136834,0.96713,-0.385973
solar_para,1083.73,0.207564,0.136834,0.96713,-0.293286
solar_para,1083.73,0.207564,0.136834,0.96713,-0.163649
solar_para,1083.73,0.207564,0.136834,0.96713,-0.00589527
solar_para,1083.73,0.207564,0.136834,0.96713,0.169224
solar_para,1083.73,0.207564,0.136834,0.96713,0.349775
solar_para,1083.73,0.207564,0.136834,0.96713,0.523453
solar_para,1083.73,0.207564,0.136834,0.96713,0.678422
solar_para,1083.73,0.207564,0.136834,0.96713,0.804122
solar_para,1083.73,0.207564,0.136834,0.96713,0.891987
solar_para,1083.73,0.207564,0.136834,0.96713,0.936027
solar_para,1083.73,0.207564,0.136834,0.96713,0.933243
solar_para,1083.73,0.207564,0.136834,0.96713,0.883824
solar_para,1083.73,0.207564,0.136834,0.96713,0.791137
solar_para,1083.73,0.207564,0.136834,0.96713,0.6615
solar_para,1083.73,0.207564,0.136834,0.96713,0.503746
solar_para,1083.73,0.207564,0.136834,0.96713,0.328627
solar_para,1083.73,0.207564,0.136834,0.96713,0.148076
solar_para,1083.73,0.207564,0.136834,0.96713,-0.025602
solar_para,1083.73,0.207564,0.136834,0.96713,-0.180571
solar_para,1083.73,0.207564,0.136834,0.96713,-0.306271
solar_para,1083.73,0.207564,0.136834,0.96713,-0.394136
solar_para,1083.73,0.207564,0.136834,0.96713,-0.438176
solar_para,1083.72,0.207677,0.136853,0.967237,-0.437692
solar_para,1083.72,0.207677,0.136853,0.967237,-0.388317
solar_para,1083.72,0.207677,0.136853,0.967237,-0.295622
solar_para,1083.72,0.207677,0.136853,0.967237,-0.165922
solar_para,1083.72,0.207677,0.136853,0.967237,-0.00805734
solar_para,1083.72,0.207677,0.136853,0.967237,0.167215
solar_para,1083.72,0.207677,0.136853,0.967237,0.347949
solar_para,1083.72,0.207677,0.136853,0.967237,0.521829
solar_para,1083.72,0.207677,0.136853,0.967237,0.677006
solar_para,1083.72,0.207677,0.136853,0.967237,0.802903
solar_para,1083.72,0.207677,0.136853,0.967237,0.890942
solar_para,1083.72,0.207677,0.136853,0.967237,0.935123
solar_para,1083.72,0.207677,0.136853,0.967237,0.932435
solar_para,1083.72,0.207677,0.136853,0.967237,0.88306
solar_para,1083.72,0.207677,0.136853,0.967237,0.790365
solar_para,1083.72,0.207677,0.136853,0.967237,0.660665
solar_para,1083.72,0.207677,0.136853,0.967237,0.5028
solar_para,1083.72,0.207677,0.136853,0.967237,0.327528
solar_para,1083.72,0.207677,0.136853,0.967237,0.146794
solar_para,1083.72,0.207677,0.136853,0.967237,-0.0270868
solar_para,1083.72,0.207677,0.136853,0.967237,-0.182263
solar_para,1083.72,0.207677,0.136853,0.967237,-0.308161
solar_para,1083.72,0.207677,0.136853,0.967237,-0.3962
solar_para,1083.72,0.207677,0.136853,0.967237,-0.44038
solar_para,1083.74,0.20778,0.136855,0.967353,-0.440082
solar_para,1083.74,0.20778,0.136855,0.967353,-0.390745
solar_para,1083.74,0.20778,0.136855,0.967353,-0.298031
solar_para,1083.74,0.20778,0.136855,0.967353,-0.168261
solar_para,1083.74,0.20778,0.136855,0.967353,-0.0102758
solar_para,1083.74,0.20778,0.136855,0.967353,0.165157
solar_para,1083.74,0.20778,0.136855,0.967353,0.346081
solar_para,1083.74,0.20778,0.136855,0.967353,0.520169
solar_para,1083.74,0.20778,0.136855,0.967353,0.675555
solar_para,1083.74,0.20778,0.136855,0.967353,0.80165
solar_para,1083.74,0.20778,0.136855,0.967353,0.889862
solar_para,1083.74,0.20778,0.136855,0.967353,0.934178
solar_para,1083.74,0.20778,0.136855,0.967353,0.931579
solar_para,1083.74,0.20778,0.136855,0.967353,0.882242
solar_para,1083.74,0.20778,0.136855,0.967353,0.789529
solar_para,1083.74,0.20778,0.136855,0.967353,0.659758
solar_para,1083.74,0.20778,0.136855,0.967353,0.501773
solar_para,1083.74,0.20778,0.136855,0.967353,0.32634
solar_para,1083.74,0.20778,0.136855,0.967353,0.145416
solar_para,1083.74,0.20778,0.136855,0.967353,-0.0286714
solar_para,1083.74,0.20778,0.136855,0.967353,-0.184057
solar_para,1083.74,0.20778,0.136855,0.967353,-0.310153
solar_para,1083.74,0.20778,0.136855,0.967353,-0.398364
solar_para,1083.74,0.20778,0.136855,0.967353,-0.442681
solar_para,1083.78,0.207873,0.136841,0.967479,-0.44256
solar_para,1083.78,0.207873,0.136841,0.967479,-0.393253
solar_para,1083.78,0.207873,0.136841,0.967479,-0.300513
solar_para,1083.78,0.207873,0.136841,0.967479,-0.170663
solar_para,1083.78,0.207873,0.136841,0.967479,-0.0125491
solar_para,1083.78,0.207873,0.136841,0.967479,0.163052
solar_para,1083.78,0.207873,0.136841,0.967479,0.344173
solar_para,1083.78,0.207873,0.136841,0.967479,0.518471
solar_para,1083.78,0.207873,0.136841,0.967479,0.674069
solar_para,1083.78,0.207873,0.136841,0.967479,0.800362
solar_para,1083.78,0.207873,0.136841,0.967479,0.888744
solar_para,1083.78,0.207873,0.136841,0.967479,0.933192
solar_para,1083.78,0.207873,0.136841,0.967479,0.930676
solar_para,1083.78,0.207873,0.136841,0.967479,0.881368
solar_para,1083.78,0.207873,0.136841,0.967479,0.788629
solar_para,1083.78,0.207873,0.136841,0.967479,0.658778
solar_para,1083.78,0.207873,0.136841,0.967479,0.500665
solar_para,1083.78,0.207873,0.136841,0.967479,0.325064
solar_para,1083.78,0.207873,0.136841,0.967479,0.143943
solar_para,1083.78,0.207873,0.136841,0.967479,-0.0303559
solar_para,1083.78,0.207873,0.136841,0.967479,-0.185954
solar_para,1083.78,0.207873,0.136841,0.967479,-0.312247
solar_para,1083.78,0.207873,0.136841,0.967479,-0.400629
solar_para,1083.78,0.207873,0.136841,0.967479,-0.445076
Continuing Simulation at 07/15/2017 for ANNUAL
solar_para,1083.85,0.207955,0.13681,0.967615,-0.445126
solar_para,1083.85,0.207955,0.13681,0.967615,-0.39584
solar_para,1083.85,0.207955,0.13681,0.967615,-0.303066
solar_para,1083.85,0.207955,0.13681,0.967615,-0.173126
solar_para,1083.85,0.207955,0.13681,0.967615,-0.0148759
solar_para,1083.85,0.207955,0.13681,0.967615,0.160901
solar_para,1083.85,0.207955,0.13681,0.967615,0.342224
solar_para,1083.85,0.207955,0.13681,0.967615,0.516738
solar_para,1083.85,0.207955,0.13681,0.967615,0.67255
solar_para,1083.85,0.207955,0.13681,0.967615,0.79904
solar_para,1083.85,0.207955,0.13681,0.967615,0.88759
solar_para,1083.85,0.207955,0.13681,0.967615,0.932164
solar_para,1083.85,0.207955,0.13681,0.967615,0.929725
solar_para,1083.85,0.207955,0.13681,0.967615,0.880439
solar_para,1083.85,0.207955,0.13681,0.967615,0.787664
solar_para,1083.85,0.207955,0.13681,0.967615,0.657725
solar_para,1083.85,0.207955,0.13681,0.967615,0.499474
solar_para,1083.85,0.207955,0.13681,0.967615,0.323698
solar_para,1083.85,0.207955,0.13681,0.967615,0.142374
solar_para,1083.85,0.207955,0.13681,0.967615,-0.03214
solar_para,1083.85,0.207955,0.13681,0.967615,-0.187951
solar_para,1083.85,0.207955,0.13681,0.967615,-0.314442
solar_para,1083.85,0.207955,0.13681,0.967615,-0.402991
solar_para,1083.85,0.207955,0.13681,0.967615,-0.447565
solar_para,1083.94,0.208026,0.136761,0.96776,-0.447778
solar_para,1083.94,0.208026,0.136761,0.96776,-0.398506
solar_para,1083.94,0.208026,0.136761,0.96776,-0.305688
solar_para,1083.94,0.208026,0.136761,0.96776,-0.175651
solar_para,1083.94,0.208026,0.136761,0.96776,-0.0172547
solar_para,1083.94,0.208026,0.136761,0.96776,0.158705
solar_para,1083.94,0.208026,0.136761,0.96776,0.340237
solar_para,1083.94,0.208026,0.136761,0.96776,0.51497
solar_para,1083.94,0.208026,0.136761,0.96776,0.670997
solar_para,1083.94,0.208026,0.136761,0.96776,0.797684
solar_para,1083.94,0.208026,0.136761,0.96776,0.886398
solar_para,1083.94,0.208026,0.136761,0.96776,0.931094
solar_para,1083.94,0.208026,0.136761,0.96776,0.928725
solar_para,1083.94,0.208026,0.136761,0.96776,0.879452
solar_para,1083.94,0.208026,0.136761,0.96776,0.786635
solar_para,1083.94,0.208026,0.136761,0.96776,0.656597
solar_para,1083.94,0.208026,0.136761,0.96776,0.498201
solar_para,1083.94,0.208026,0.136761,0.96776,0.322241
solar_para,1083.94,0.208026,0.136761,0.96776,0.14071
solar_para,1083.94,0.208026,0.136761,0.96776,-0.0340237
solar_para,1083.94,0.208026,0.136761,0.96776,-0.19005
solar_para,1083.94,0.208026,0.136761,0.96776,-0.316738
solar_para,1083.94,0.208026,0.136761,0.96776,-0.405452
solar_para,1083.94,0.208026,0.136761,0.96776,-0.450147
solar_para,1084.06,0.208084,0.136694,0.967914,-0.450515
solar_para,1084.06,0.208084,0.136694,0.967914,-0.401248
solar_para,1084.06,0.208084,0.136694,0.967914,-0.308378
solar_para,1084.06,0.208084,0.136694,0.967914,-0.178234
solar_para,1084.06,0.208084,0.136694,0.967914,-0.0196839
solar_para,1084.06,0.208084,0.136694,0.967914,0.156466
solar_para,1084.06,0.208084,0.136694,0.967914,0.338212
solar_para,1084.06,0.208084,0.136694,0.967914,0.513168
solar_para,1084.06,0.208084,0.136694,0.967914,0.669411
solar_para,1084.06,0.208084,0.136694,0.967914,0.796294
solar_para,1084.06,0.208084,0.136694,0.967914,0.88517
solar_para,1084.06,0.208084,0.136694,0.967914,0.929982
solar_para,1084.06,0.208084,0.136694,0.967914,0.927676
solar_para,1084.06,0.208084,0.136694,0.967914,0.878409
solar_para,1084.06,0.208084,0.136694,0.967914,0.785539
solar_para,1084.06,0.208084,0.136694,0.967914,0.655395
solar_para,1084.06,0.208084,0.136694,0.967914,0.496845
solar_para,1084.06,0.208084,0.136694,0.967914,0.320695
solar_para,1084.06,0.208084,0.136694,0.967914,0.138949
solar_para,1084.06,0.208084,0.136694,0.967914,-0.0360068
solar_para,1084.06,0.208084,0.136694,0.967914,-0.19225
solar_para,1084.06,0.208084,0.136694,0.967914,-0.319133
solar_para,1084.06,0.208084,0.136694,0.967914,-0.408009
solar_para,1084.06,0.208084,0.136694,0.967914,-0.452821
solar_para,1084.21,0.20813,0.136608,0.968078,-0.453334
solar_para,1084.21,0.20813,0.136608,0.968078,-0.404065
solar_para,1084.21,0.20813,0.136608,0.968078,-0.311134
solar_para,1084.21,0.20813,0.136608,0.968078,-0.180874
solar_para,1084.21,0.20813,0.136608,0.968078,-0.0221623
solar_para,1084.21,0.20813,0.136608,0.968078,0.154185
solar_para,1084.21,0.20813,0.136608,0.968078,0.33615
