A,B,C,AVSC,cos-zenith
1230.07,0.141341,0.057047,1.03218,0.328946
1230.07,0.141341,0.057047,1.03218,0.439403
1230.07,0.141341,0.057047,1.03218,0.50508
1230.07,0.141341,0.057047,1.03218,0.521499
1230.07,0.141341,0.057047,1.03218,0.487542
1230.07,0.141341,0.057047,1.03218,0.405524
1230.07,0.141341,0.057047,1.03218,0.281033
1230.07,0.141341,0.057047,1.03218,0.122554
1230.07,0.141341,0.057047,1.03218,-0.0591144
1230.07,0.141341,0.057047,1.03218,-0.25159
1230.07,0.141341,0.057047,1.03218,-0.441758
1230.07,0.141341,0.057047,1.03218,-0.616657
1230.07,0.141341,0.057047,1.03218,-0.764368
1230.07,0.141341,0.057047,1.03218,-0.874825
1230.07,0.141341,0.057047,1.03218,-0.940502
1229.81,0.141366,0.0571082,1.03202,-0.955975
1229.81,0.141366,0.0571082,1.03202,-0.922247
1229.81,0.141366,0.0571082,1.03202,-0.840373
1229.81,0.141366,0.0571082,1.03202,-0.715932
1229.81,0.141366,0.0571082,1.03202,-0.557405
1229.81,0.141366,0.0571082,1.03202,-0.375595
1229.81,0.141366,0.0571082,1.03202,-0.182891
1229.81,0.141366,0.0571082,1.03202,0.00757241
1229.81,0.141366,0.0571082,1.03202,0.182817
1229.81,0.141366,0.0571082,1.03202,0.3309
1229.81,0.141366,0.0571082,1.03202,0.441729
1229.81,0.141366,0.0571082,1.03202,0.507752
1229.81,0.141366,0.0571082,1.03202,0.524469
1229.81,0.141366,0.0571082,1.03202,0.490742
1229.81,0.141366,0.0571082,1.03202,0.408868
1229.81,0.141366,0.0571082,1.03202,0.284427
1229.81,0.141366,0.0571082,1.03202,0.1259
1229.81,0.141366,0.0571082,1.03202,-0.0559108
1229.81,0.141366,0.0571082,1.03202,-0.248614
1229.81,0.141366,0.0571082,1.03202,-0.439078
1229.81,0.141366,0.0571082,1.03202,-0.614323
1229.81,0.141366,0.0571082,1.03202,-0.762405
1229.81,0.141366,0.0571082,1.03202,-0.873235
1229.81,0.141366,0.0571082,1.03202,-0.939258
1229.54,0.141394,0.0571727,1.03184,-0.954981
1229.54,0.141394,0.0571727,1.03184,-0.921472
1229.54,0.141394,0.0571727,1.03184,-0.839732
1229.54,0.141394,0.0571727,1.03184,-0.715331
1229.54,0.141394,0.0571727,1.03184,-0.556746
1229.54,0.141394,0.0571727,1.03184,-0.374785
1229.54,0.141394,0.0571727,1.03184,-0.181848
1229.54,0.141394,0.0571727,1.03184,0.00891621
1229.54,0.141394,0.0571727,1.03184,0.184508
1229.54,0.141394,0.0571727,1.03184,0.33296
1229.54,0.141394,0.0571727,1.03184,0.444157
1229.54,0.141394,0.0571727,1.03184,0.51052
1229.54,0.141394,0.0571727,1.03184,0.527527
1229.54,0.141394,0.0571727,1.03184,0.494019
1229.54,0.141394,0.0571727,1.03184,0.412279
1229.54,0.141394,0.0571727,1.03184,0.287877
1229.54,0.141394,0.0571727,1.03184,0.129293
1229.54,0.141394,0.0571727,1.03184,-0.0526685
1229.54,0.141394,0.0571727,1.03184,-0.245605
1229.54,0.141394,0.0571727,1.03184,-0.43637
1229.54,0.141394,0.0571727,1.03184,-0.611961
1229.54,0.141394,0.0571727,1.03184,-0.760414
1229.54,0.141394,0.0571727,1.03184,-0.871611
1229.54,0.141394,0.0571727,1.03184,-0.937974
1229.26,0.141424,0.0572402,1.03166,-0.953938
1229.26,0.141424,0.0572402,1.03166,-0.920639
1229.26,0.141424,0.0572402,1.03166,-0.839022
1229.26,0.141424,0.0572402,1.03166,-0.71465
1229.26,0.141424,0.0572402,1.03166,-0.555998
1229.26,0.141424,0.0572402,1.03166,-0.373878
1229.26,0.141424,0.0572402,1.03166,-0.180702
1229.26,0.141424,0.0572402,1.03166,0.0103666
1229.26,0.141424,0.0572402,1.03166,0.186306
